country_name,indicator_name,year,gdp,growth_rate,recession
"China, People's Republic of",Annual GDP growth (percent change),2024,4.2,-15.999999999999993,True
Colombia,Annual GDP growth (percent change),1981,2.3,-47.72727272727274,True
Colombia,Annual GDP growth (percent change),1982,0.9,-60.86956521739131,True
Colombia,Annual GDP growth (percent change),1985,3.1,-8.823529411764696,True
Colombia,Annual GDP growth (percent change),1987,5.4,-6.896551724137923,True
Colombia,Annual GDP growth (percent change),1988,4.1,-24.07407407407408,True
Colombia,Annual GDP growth (percent change),1989,3.4,-17.07317073170731,True
Colombia,Annual GDP growth (percent change),1991,2.4,-44.18604651162791,True
Colombia,Annual GDP growth (percent change),1994,5.1,-10.526315789473696,True
Colombia,Annual GDP growth (percent change),1996,2.1,-59.61538461538461,True
Colombia,Annual GDP growth (percent change),1998,0.6,-82.35294117647058,True
Colombia,Annual GDP growth (percent change),1999,-4.2,-800.0,True
Colombia,Annual GDP growth (percent change),2000,2.9,-169.04761904761904,True
Colombia,Annual GDP growth (percent change),2001,1.7,-41.379310344827594,True
Colombia,Annual GDP growth (percent change),2005,4.4,-16.981132075471685,True
Colombia,Annual GDP growth (percent change),2008,3.3,-50.74626865671642,True
Colombia,Annual GDP growth (percent change),2009,1.1,-66.66666666666666,True
Colombia,Annual GDP growth (percent change),2012,3.9,-43.47826086956522,True
Colombia,Annual GDP growth (percent change),2014,4.5,-11.764705882352933,True
Colombia,Annual GDP growth (percent change),2015,3.0,-33.333333333333336,True
Colombia,Annual GDP growth (percent change),2016,2.1,-29.999999999999993,True
Colombia,Annual GDP growth (percent change),2017,1.4,-33.333333333333336,True
Colombia,Annual GDP growth (percent change),2020,-7.3,-328.125,True
Colombia,Annual GDP growth (percent change),2021,11.0,-250.6849315068493,True
Colombia,Annual GDP growth (percent change),2022,7.3,-33.63636363636364,True
Colombia,Annual GDP growth (percent change),2023,1.4,-80.82191780821918,True
Comoros,Annual GDP growth (percent change),1981,5.5,-25.67567567567568,True
Comoros,Annual GDP growth (percent change),1982,4.1,-25.454545454545464,True
Comoros,Annual GDP growth (percent change),1983,3.1,-24.390243902439014,True
Comoros,Annual GDP growth (percent change),1985,2.9,-30.952380952380953,True
Comoros,Annual GDP growth (percent change),1986,2.2,-24.13793103448275,True
Comoros,Annual GDP growth (percent change),1989,-0.8,-115.68627450980394,True
Comoros,Annual GDP growth (percent change),1990,7.4,-1025.0,True
Comoros,Annual GDP growth (percent change),1991,-6.2,-183.78378378378378,True
Comoros,Annual GDP growth (percent change),1992,7.4,-219.3548387096774,True
Comoros,Annual GDP growth (percent change),1993,2.5,-66.21621621621621,True
Comoros,Annual GDP growth (percent change),1994,-4.0,-260.0,True
Comoros,Annual GDP growth (percent change),1995,5.6,-240.0,True
Comoros,Annual GDP growth (percent change),1996,-0.5,-108.92857142857142,True
Comoros,Annual GDP growth (percent change),1997,4.4,-980.0000000000001,True
Comoros,Annual GDP growth (percent change),1998,0.0,-100.0,True
Comoros,Annual GDP growth (percent change),2000,-1.0,-137.037037037037,True
Comoros,Annual GDP growth (percent change),2001,5.4,-640.0,True
Comoros,Annual GDP growth (percent change),2002,4.6,-14.814814814814826,True
Comoros,Annual GDP growth (percent change),2003,2.0,-56.52173913043478,True
Comoros,Annual GDP growth (percent change),2006,-1.8,-131.57894736842107,True
Comoros,Annual GDP growth (percent change),2007,0.8,-144.44444444444443,True
Comoros,Annual GDP growth (percent change),2009,3.2,-19.999999999999996,True
Comoros,Annual GDP growth (percent change),2012,3.2,-21.95121951219511,True
Comoros,Annual GDP growth (percent change),2014,2.1,-53.333333333333336,True
Comoros,Annual GDP growth (percent change),2015,1.1,-47.61904761904761,True
Comoros,Annual GDP growth (percent change),2018,3.6,-5.263157894736836,True
Comoros,Annual GDP growth (percent change),2019,1.8,-50.0,True
Comoros,Annual GDP growth (percent change),2020,-0.2,-111.11111111111111,True
Comoros,Annual GDP growth (percent change),2021,2.1,-1150.0,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1981,0.9,-62.5,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1982,-0.5,-155.55555555555557,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1983,1.4,-380.0,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1985,0.5,-89.58333333333334,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1987,2.7,-42.553191489361694,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1988,0.5,-81.4814814814815,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1989,-1.3,-360.0,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1994,-6.1,-54.81481481481482,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1995,2.8,-145.9016393442623,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1996,-1.9,-167.85714285714286,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1998,-3.9,-50.0,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),1999,-3.8,-2.564102564102566,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2001,-2.1,-74.07407407407408,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2002,2.9,-238.0952380952381,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2006,5.1,-47.9591836734694,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2008,7.4,-12.941176470588234,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2009,0.6,-91.8918918918919,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2011,7.6,-2.564102564102566,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2014,7.3,-23.958333333333336,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2015,6.4,-12.328767123287665,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2016,0.4,-93.75,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2019,4.5,-6.25,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2020,1.7,-62.22222222222222,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2023,6.7,-24.71910112359551,True
"Congo, Dem. Rep. of the",Annual GDP growth (percent change),2024,4.7,-29.850746268656714,True
"Congo, Republic of ",Annual GDP growth (percent change),1981,2.6,-79.5275590551181,True
"Congo, Republic of ",Annual GDP growth (percent change),1982,2.4,-7.692307692307699,True
"Congo, Republic of ",Annual GDP growth (percent change),1986,2.3,-4.166666666666674,True
"Congo, Republic of ",Annual GDP growth (percent change),1989,21.3,-2.739726027397249,True
"Congo, Republic of ",Annual GDP growth (percent change),1990,1.0,-95.30516431924883,True
"Congo, Republic of ",Annual GDP growth (percent change),1993,1.3,-69.04761904761905,True
"Congo, Republic of ",Annual GDP growth (percent change),1994,-1.4,-207.69230769230768,True
"Congo, Republic of ",Annual GDP growth (percent change),1995,4.0,-385.7142857142857,True
"Congo, Republic of ",Annual GDP growth (percent change),1996,3.5,-12.5,True
"Congo, Republic of ",Annual GDP growth (percent change),1997,-1.0,-128.57142857142856,True
"Congo, Republic of ",Annual GDP growth (percent change),1998,8.9,-990.0,True
"Congo, Republic of ",Annual GDP growth (percent change),1999,-3.7,-141.57303370786516,True
"Congo, Republic of ",Annual GDP growth (percent change),2000,11.8,-418.91891891891896,True
"Congo, Republic of ",Annual GDP growth (percent change),2001,-4.8,-140.67796610169492,True
"Congo, Republic of ",Annual GDP growth (percent change),2002,1.0,-120.83333333333333,True
"Congo, Republic of ",Annual GDP growth (percent change),2003,0.5,-50.0,True
"Congo, Republic of ",Annual GDP growth (percent change),2004,-0.2,-140.0,True
"Congo, Republic of ",Annual GDP growth (percent change),2005,9.2,-4699.999999999999,True
"Congo, Republic of ",Annual GDP growth (percent change),2006,8.0,-13.043478260869556,True
"Congo, Republic of ",Annual GDP growth (percent change),2007,-6.6,-182.5,True
"Congo, Republic of ",Annual GDP growth (percent change),2008,6.3,-195.45454545454547,True
"Congo, Republic of ",Annual GDP growth (percent change),2010,9.9,-14.655172413793094,True
"Congo, Republic of ",Annual GDP growth (percent change),2011,2.2,-77.77777777777779,True
"Congo, Republic of ",Annual GDP growth (percent change),2013,-0.7,-107.07070707070707,True
"Congo, Republic of ",Annual GDP growth (percent change),2014,6.7,-1057.1428571428573,True
"Congo, Republic of ",Annual GDP growth (percent change),2015,-3.6,-153.73134328358208,True
"Congo, Republic of ",Annual GDP growth (percent change),2018,-2.3,-58.92857142857143,True
"Congo, Republic of ",Annual GDP growth (percent change),2019,1.1,-147.82608695652175,True
"Congo, Republic of ",Annual GDP growth (percent change),2020,-6.3,-672.7272727272726,True
"Congo, Republic of ",Annual GDP growth (percent change),2021,1.1,-117.46031746031747,True
Costa Rica,Annual GDP growth (percent change),1981,-2.3,-387.49999999999994,True
Costa Rica,Annual GDP growth (percent change),1983,2.9,-139.72602739726028,True
Costa Rica,Annual GDP growth (percent change),1985,0.7,-91.25,True
Costa Rica,Annual GDP growth (percent change),1987,4.8,-12.727272727272732,True
Costa Rica,Annual GDP growth (percent change),1988,3.4,-29.166666666666664,True
Costa Rica,Annual GDP growth (percent change),1990,3.6,-36.8421052631579,True
Costa Rica,Annual GDP growth (percent change),1991,2.3,-36.111111111111114,True
Costa Rica,Annual GDP growth (percent change),1993,7.1,-22.826086956521742,True
Costa Rica,Annual GDP growth (percent change),1994,4.5,-36.61971830985915,True
Costa Rica,Annual GDP growth (percent change),1995,4.2,-6.666666666666665,True
Costa Rica,Annual GDP growth (percent change),1996,1.4,-66.66666666666667,True
Costa Rica,Annual GDP growth (percent change),1999,4.2,-41.666666666666664,True
Costa Rica,Annual GDP growth (percent change),2000,3.9,-7.142857142857151,True
Costa Rica,Annual GDP growth (percent change),2001,3.5,-10.256410256410254,True
Costa Rica,Annual GDP growth (percent change),2002,3.4,-2.857142857142858,True
Costa Rica,Annual GDP growth (percent change),2005,4.0,-9.090909090909093,True
Costa Rica,Annual GDP growth (percent change),2008,4.7,-42.68292682926828,True
Costa Rica,Annual GDP growth (percent change),2009,-0.9,-119.14893617021276,True
Costa Rica,Annual GDP growth (percent change),2010,5.4,-700.0,True
Costa Rica,Annual GDP growth (percent change),2011,4.4,-18.518518518518512,True
Costa Rica,Annual GDP growth (percent change),2013,2.5,-48.97959183673469,True
Costa Rica,Annual GDP growth (percent change),2018,2.6,-38.095238095238095,True
Costa Rica,Annual GDP growth (percent change),2019,2.4,-7.692307692307699,True
Costa Rica,Annual GDP growth (percent change),2020,-4.3,-279.1666666666667,True
Costa Rica,Annual GDP growth (percent change),2021,7.8,-281.3953488372093,True
Costa Rica,Annual GDP growth (percent change),2022,4.3,-44.87179487179487,True
Costa Rica,Annual GDP growth (percent change),2024,3.2,-27.27272727272727,True
Croatia,Annual GDP growth (percent change),1994,5.9,-173.75,True
Croatia,Annual GDP growth (percent change),1996,5.9,-10.606060606060597,True
Croatia,Annual GDP growth (percent change),1998,1.9,-71.21212121212122,True
Croatia,Annual GDP growth (percent change),1999,-0.9,-147.3684210526316,True
Croatia,Annual GDP growth (percent change),2000,3.7,-511.11111111111114,True
Croatia,Annual GDP growth (percent change),2001,3.1,-16.216216216216218,True
Croatia,Annual GDP growth (percent change),2003,5.6,-3.4482758620689724,True
Croatia,Annual GDP growth (percent change),2004,4.2,-24.99999999999999,True
Croatia,Annual GDP growth (percent change),2008,2.0,-60.0,True
Croatia,Annual GDP growth (percent change),2009,-7.2,-459.99999999999994,True
Croatia,Annual GDP growth (percent change),2010,-1.2,-83.33333333333334,True
Croatia,Annual GDP growth (percent change),2011,-0.1,-91.66666666666666,True
Croatia,Annual GDP growth (percent change),2013,-0.4,-82.6086956521739,True
Croatia,Annual GDP growth (percent change),2015,2.5,-725.0,True
Croatia,Annual GDP growth (percent change),2017,3.4,-5.555555555555558,True
Croatia,Annual GDP growth (percent change),2018,2.8,-17.647058823529417,True
Croatia,Annual GDP growth (percent change),2020,-8.5,-350.0,True
Croatia,Annual GDP growth (percent change),2021,13.1,-254.1176470588235,True
Croatia,Annual GDP growth (percent change),2022,6.2,-52.67175572519084,True
Croatia,Annual GDP growth (percent change),2023,2.7,-56.4516129032258,True
Croatia,Annual GDP growth (percent change),2024,2.6,-3.703703703703709,True
Cyprus,Annual GDP growth (percent change),1981,3.1,-47.457627118644076,True
Cyprus,Annual GDP growth (percent change),1983,5.3,-15.873015873015872,True
Cyprus,Annual GDP growth (percent change),1985,4.7,-46.59090909090909,True
Cyprus,Annual GDP growth (percent change),1986,3.6,-23.404255319148938,True
Cyprus,Annual GDP growth (percent change),1989,8.1,-2.4096385542168752,True
Cyprus,Annual GDP growth (percent change),1990,7.4,-8.64197530864197,True
Cyprus,Annual GDP growth (percent change),1991,0.7,-90.54054054054053,True
Cyprus,Annual GDP growth (percent change),1993,0.7,-92.5531914893617,True
Cyprus,Annual GDP growth (percent change),1996,1.2,-87.87878787878788,True
Cyprus,Annual GDP growth (percent change),1999,5.0,-18.032786885245898,True
Cyprus,Annual GDP growth (percent change),2001,4.0,-33.333333333333336,True
Cyprus,Annual GDP growth (percent change),2002,3.7,-7.499999999999996,True
Cyprus,Annual GDP growth (percent change),2003,2.6,-29.729729729729726,True
Cyprus,Annual GDP growth (percent change),2005,4.9,-1.9999999999999907,True
Cyprus,Annual GDP growth (percent change),2006,4.7,-4.081632653061229,True
Cyprus,Annual GDP growth (percent change),2008,3.6,-29.411764705882348,True
Cyprus,Annual GDP growth (percent change),2009,-2.0,-155.55555555555557,True
Cyprus,Annual GDP growth (percent change),2010,2.3,-215.0,True
Cyprus,Annual GDP growth (percent change),2011,0.4,-82.6086956521739,True
Cyprus,Annual GDP growth (percent change),2012,-3.4,-950.0,True
Cyprus,Annual GDP growth (percent change),2014,-1.8,-72.72727272727273,True
Cyprus,Annual GDP growth (percent change),2015,3.4,-288.88888888888886,True
Cyprus,Annual GDP growth (percent change),2017,5.7,-13.636363636363624,True
Cyprus,Annual GDP growth (percent change),2018,5.6,-1.7543859649122862,True
Cyprus,Annual GDP growth (percent change),2019,5.5,-1.7857142857142794,True
Cyprus,Annual GDP growth (percent change),2020,-4.4,-180.0,True
Cyprus,Annual GDP growth (percent change),2021,6.6,-250.0,True
Cyprus,Annual GDP growth (percent change),2022,5.6,-15.151515151515149,True
Cyprus,Annual GDP growth (percent change),2023,2.2,-60.71428571428571,True
Czech Republic,Annual GDP growth (percent change),1997,-0.5,-111.11111111111111,True
Czech Republic,Annual GDP growth (percent change),1998,-0.4,-19.999999999999996,True
Czech Republic,Annual GDP growth (percent change),1999,1.4,-450.0,True
Czech Republic,Annual GDP growth (percent change),2001,3.0,-25.0,True
Czech Republic,Annual GDP growth (percent change),2002,1.6,-46.666666666666664,True
Czech Republic,Annual GDP growth (percent change),2007,5.6,-17.647058823529417,True
Czech Republic,Annual GDP growth (percent change),2008,2.7,-51.78571428571428,True
Czech Republic,Annual GDP growth (percent change),2009,-4.7,-274.074074074074,True
Czech Republic,Annual GDP growth (percent change),2010,2.4,-151.06382978723403,True
Czech Republic,Annual GDP growth (percent change),2011,1.8,-25.0,True
Czech Republic,Annual GDP growth (percent change),2012,-0.8,-144.44444444444443,True
Czech Republic,Annual GDP growth (percent change),2013,0.0,-100.0,True
Czech Republic,Annual GDP growth (percent change),2016,2.5,-53.70370370370371,True
Czech Republic,Annual GDP growth (percent change),2018,3.2,-38.46153846153846,True
Czech Republic,Annual GDP growth (percent change),2019,3.0,-6.25,True
Czech Republic,Annual GDP growth (percent change),2020,-5.5,-283.3333333333333,True
Czech Republic,Annual GDP growth (percent change),2021,3.6,-165.45454545454547,True
Czech Republic,Annual GDP growth (percent change),2022,2.3,-36.111111111111114,True
Czech Republic,Annual GDP growth (percent change),2023,0.2,-91.30434782608695,True
Côte d'Ivoire,Annual GDP growth (percent change),1981,3.5,-32.6923076923077,True
Côte d'Ivoire,Annual GDP growth (percent change),1982,0.2,-94.28571428571428,True
Côte d'Ivoire,Annual GDP growth (percent change),1983,-2.5,-1350.0,True
Côte d'Ivoire,Annual GDP growth (percent change),1984,-2.0,-19.999999999999996,True
Côte d'Ivoire,Annual GDP growth (percent change),1985,3.6,-280.0,True
Côte d'Ivoire,Annual GDP growth (percent change),1987,-0.5,-110.41666666666667,True
Côte d'Ivoire,Annual GDP growth (percent change),1988,1.1,-320.0,True
Côte d'Ivoire,Annual GDP growth (percent change),1990,-1.1,-136.66666666666666,True
Côte d'Ivoire,Annual GDP growth (percent change),1991,0.0,-100.0,True
Côte d'Ivoire,Annual GDP growth (percent change),1992,-0.3,-inf,True
Côte d'Ivoire,Annual GDP growth (percent change),1993,-0.2,-33.33333333333333,True
Côte d'Ivoire,Annual GDP growth (percent change),1994,0.2,-200.0,True
Côte d'Ivoire,Annual GDP growth (percent change),1997,5.7,-29.629629629629626,True
Côte d'Ivoire,Annual GDP growth (percent change),1998,4.9,-14.035087719298245,True
Côte d'Ivoire,Annual GDP growth (percent change),1999,1.6,-67.34693877551021,True
Côte d'Ivoire,Annual GDP growth (percent change),2000,-2.1,-231.25,True
Côte d'Ivoire,Annual GDP growth (percent change),2001,0.1,-104.76190476190477,True
Côte d'Ivoire,Annual GDP growth (percent change),2002,-1.7,-1800.0,True
Côte d'Ivoire,Annual GDP growth (percent change),2003,-1.4,-17.647058823529417,True
Côte d'Ivoire,Annual GDP growth (percent change),2004,1.2,-185.71428571428572,True
Côte d'Ivoire,Annual GDP growth (percent change),2006,1.5,-11.764705882352944,True
Côte d'Ivoire,Annual GDP growth (percent change),2010,2.0,-39.39393939393939,True
Côte d'Ivoire,Annual GDP growth (percent change),2011,-4.9,-345.0,True
Côte d'Ivoire,Annual GDP growth (percent change),2012,10.9,-322.44897959183675,True
Côte d'Ivoire,Annual GDP growth (percent change),2013,9.3,-14.678899082568808,True
Côte d'Ivoire,Annual GDP growth (percent change),2014,8.8,-5.376344086021501,True
Côte d'Ivoire,Annual GDP growth (percent change),2016,7.2,-18.181818181818187,True
Côte d'Ivoire,Annual GDP growth (percent change),2018,4.8,-35.135135135135144,True
Côte d'Ivoire,Annual GDP growth (percent change),2020,1.7,-73.84615384615385,True
Côte d'Ivoire,Annual GDP growth (percent change),2022,6.7,-4.285714285714281,True
Côte d'Ivoire,Annual GDP growth (percent change),2023,6.2,-7.462686567164178,True
Denmark,Annual GDP growth (percent change),1982,3.7,-628.5714285714287,True
Denmark,Annual GDP growth (percent change),1983,2.6,-29.729729729729726,True
Denmark,Annual GDP growth (percent change),1985,4.0,-4.761904761904767,True
Denmark,Annual GDP growth (percent change),1987,0.3,-93.87755102040816,True
Denmark,Annual GDP growth (percent change),1988,0.0,-100.0,True
Denmark,Annual GDP growth (percent change),1991,1.4,-6.666666666666677,True
Denmark,Annual GDP growth (percent change),1993,0.0,-100.0,True
Denmark,Annual GDP growth (percent change),1995,3.0,-43.39622641509434,True
Denmark,Annual GDP growth (percent change),1996,2.9,-3.3333333333333326,True
Denmark,Annual GDP growth (percent change),1998,2.2,-33.33333333333333,True
Denmark,Annual GDP growth (percent change),2001,0.8,-78.37837837837837,True
Denmark,Annual GDP growth (percent change),2002,0.5,-37.5,True
Denmark,Annual GDP growth (percent change),2003,0.4,-19.999999999999996,True
Denmark,Annual GDP growth (percent change),2005,2.3,-14.814814814814826,True
Denmark,Annual GDP growth (percent change),2007,0.9,-76.92307692307692,True
Denmark,Annual GDP growth (percent change),2008,-0.5,-155.55555555555557,True
Denmark,Annual GDP growth (percent change),2010,1.9,-138.77551020408163,True
Denmark,Annual GDP growth (percent change),2011,1.3,-31.57894736842105,True
Denmark,Annual GDP growth (percent change),2012,0.2,-84.61538461538461,True
Denmark,Annual GDP growth (percent change),2017,2.8,-12.50000000000001,True
Denmark,Annual GDP growth (percent change),2018,2.0,-28.57142857142857,True
Denmark,Annual GDP growth (percent change),2019,1.5,-25.0,True
Denmark,Annual GDP growth (percent change),2020,-2.4,-259.99999999999994,True
Denmark,Annual GDP growth (percent change),2021,6.8,-383.33333333333337,True
Denmark,Annual GDP growth (percent change),2022,2.7,-60.29411764705882,True
Denmark,Annual GDP growth (percent change),2023,1.7,-37.037037037037045,True
Denmark,Annual GDP growth (percent change),2024,1.4,-17.647058823529417,True
Djibouti,Annual GDP growth (percent change),1992,0.6,-113.33333333333333,True
Djibouti,Annual GDP growth (percent change),1993,-6.8,-1233.3333333333335,True
Djibouti,Annual GDP growth (percent change),1994,-1.4,-79.41176470588236,True
Djibouti,Annual GDP growth (percent change),1997,-1.2,-67.56756756756756,True
Djibouti,Annual GDP growth (percent change),1998,0.1,-108.33333333333333,True
Djibouti,Annual GDP growth (percent change),2000,0.7,-75.86206896551724,True
Djibouti,Annual GDP growth (percent change),2004,2.8,-12.50000000000001,True
Djibouti,Annual GDP growth (percent change),2009,1.6,-72.41379310344827,True
Djibouti,Annual GDP growth (percent change),2012,4.8,-34.24657534246576,True
Djibouti,Annual GDP growth (percent change),2016,7.1,-2.73972602739726,True
Djibouti,Annual GDP growth (percent change),2017,5.5,-22.535211267605625,True
Djibouti,Annual GDP growth (percent change),2018,4.8,-12.727272727272732,True
Djibouti,Annual GDP growth (percent change),2020,1.3,-76.36363636363637,True
Djibouti,Annual GDP growth (percent change),2022,3.2,-28.888888888888886,True
Dominica,Annual GDP growth (percent change),1981,10.8,-19.402985074626866,True
Dominica,Annual GDP growth (percent change),1982,4.1,-62.037037037037045,True
Dominica,Annual GDP growth (percent change),1983,2.6,-36.58536585365852,True
Dominica,Annual GDP growth (percent change),1985,1.4,-66.66666666666667,True
Dominica,Annual GDP growth (percent change),1987,6.3,-11.267605633802813,True
Dominica,Annual GDP growth (percent change),1989,-0.2,-102.56410256410255,True
Dominica,Annual GDP growth (percent change),1990,5.4,-2800.0,True
Dominica,Annual GDP growth (percent change),1991,1.3,-75.92592592592592,True
Dominica,Annual GDP growth (percent change),1994,0.0,-100.0,True
Dominica,Annual GDP growth (percent change),1997,2.2,-29.032258064516125,True
Dominica,Annual GDP growth (percent change),1999,0.4,-89.47368421052632,True
Dominica,Annual GDP growth (percent change),2001,-0.1,-104.34782608695652,True
Dominica,Annual GDP growth (percent change),2003,6.4,-328.5714285714286,True
Dominica,Annual GDP growth (percent change),2004,3.1,-51.5625,True
Dominica,Annual GDP growth (percent change),2005,0.7,-77.41935483870968,True
Dominica,Annual GDP growth (percent change),2009,-1.2,-116.90140845070422,True
Dominica,Annual GDP growth (percent change),2010,0.7,-158.33333333333334,True
Dominica,Annual GDP growth (percent change),2011,-0.2,-128.57142857142858,True
Dominica,Annual GDP growth (percent change),2013,-1.0,-9.090909090909093,True
Dominica,Annual GDP growth (percent change),2014,4.8,-580.0,True
Dominica,Annual GDP growth (percent change),2015,-2.7,-156.25,True
Dominica,Annual GDP growth (percent change),2016,2.8,-203.70370370370372,True
Dominica,Annual GDP growth (percent change),2017,-6.6,-335.7142857142857,True
Dominica,Annual GDP growth (percent change),2018,3.5,-153.03030303030303,True
Dominica,Annual GDP growth (percent change),2020,-16.6,-401.81818181818187,True
Dominica,Annual GDP growth (percent change),2021,6.9,-141.56626506024097,True
Dominica,Annual GDP growth (percent change),2022,5.7,-17.391304347826086,True
Dominica,Annual GDP growth (percent change),2023,4.6,-19.298245614035093,True
Dominican Republic,Annual GDP growth (percent change),1981,4.3,-46.25,True
Dominican Republic,Annual GDP growth (percent change),1982,1.7,-60.46511627906976,True
Dominican Republic,Annual GDP growth (percent change),1984,1.3,-71.73913043478261,True
Dominican Republic,Annual GDP growth (percent change),1985,-2.1,-261.53846153846155,True
Dominican Republic,Annual GDP growth (percent change),1986,3.5,-266.66666666666663,True
Dominican Republic,Annual GDP growth (percent change),1988,2.2,-78.21782178217822,True
Dominican Republic,Annual GDP growth (percent change),1990,-5.5,-225.0,True
Dominican Republic,Annual GDP growth (percent change),1991,0.9,-116.36363636363636,True
Dominican Republic,Annual GDP growth (percent change),1993,7.4,-33.928571428571416,True
Dominican Republic,Annual GDP growth (percent change),1994,2.6,-64.86486486486487,True
Dominican Republic,Annual GDP growth (percent change),1998,6.7,-24.71910112359551,True
Dominican Republic,Annual GDP growth (percent change),1999,5.9,-11.940298507462687,True
Dominican Republic,Annual GDP growth (percent change),2000,4.7,-20.33898305084746,True
Dominican Republic,Annual GDP growth (percent change),2001,2.5,-46.808510638297875,True
Dominican Republic,Annual GDP growth (percent change),2003,-1.3,-128.88888888888889,True
Dominican Republic,Annual GDP growth (percent change),2004,2.6,-300.0,True
Dominican Republic,Annual GDP growth (percent change),2006,9.2,-2.1276595744680993,True
Dominican Republic,Annual GDP growth (percent change),2007,7.4,-19.565217391304333,True
Dominican Republic,Annual GDP growth (percent change),2008,3.2,-56.75675675675676,True
Dominican Republic,Annual GDP growth (percent change),2009,0.9,-71.875,True
Dominican Republic,Annual GDP growth (percent change),2011,3.1,-62.65060240963856,True
Dominican Republic,Annual GDP growth (percent change),2012,2.7,-12.903225806451612,True
Dominican Republic,Annual GDP growth (percent change),2015,6.9,-2.8169014084506894,True
Dominican Republic,Annual GDP growth (percent change),2016,6.7,-2.898550724637683,True
Dominican Republic,Annual GDP growth (percent change),2017,4.7,-29.850746268656714,True
Dominican Republic,Annual GDP growth (percent change),2019,5.1,-27.142857142857146,True
Dominican Republic,Annual GDP growth (percent change),2020,-6.7,-231.37254901960787,True
Dominican Republic,Annual GDP growth (percent change),2021,12.3,-283.58208955223876,True
Dominican Republic,Annual GDP growth (percent change),2022,4.9,-60.162601626016254,True
Dominican Republic,Annual GDP growth (percent change),2023,3.0,-38.77551020408164,True
Ecuador,Annual GDP growth (percent change),1981,3.9,-20.408163265306133,True
Ecuador,Annual GDP growth (percent change),1982,1.2,-69.23076923076923,True
Ecuador,Annual GDP growth (percent change),1983,-2.8,-333.33333333333337,True
Ecuador,Annual GDP growth (percent change),1984,4.2,-250.0,True
Ecuador,Annual GDP growth (percent change),1986,3.1,-29.545454545454554,True
Ecuador,Annual GDP growth (percent change),1987,-6.0,-293.5483870967742,True
Ecuador,Annual GDP growth (percent change),1988,10.5,-275.0,True
Ecuador,Annual GDP growth (percent change),1989,0.3,-97.14285714285714,True
Ecuador,Annual GDP growth (percent change),1992,3.6,-29.411764705882348,True
Ecuador,Annual GDP growth (percent change),1993,2.0,-44.44444444444444,True
Ecuador,Annual GDP growth (percent change),1995,2.3,-46.51162790697675,True
Ecuador,Annual GDP growth (percent change),1996,1.7,-26.086956521739125,True
Ecuador,Annual GDP growth (percent change),1998,3.3,-23.25581395348837,True
Ecuador,Annual GDP growth (percent change),1999,-4.7,-242.42424242424244,True
Ecuador,Annual GDP growth (percent change),2000,1.1,-123.40425531914893,True
Ecuador,Annual GDP growth (percent change),2003,2.7,-34.14634146341462,True
Ecuador,Annual GDP growth (percent change),2005,5.3,-35.36585365853659,True
Ecuador,Annual GDP growth (percent change),2006,4.4,-16.981132075471685,True
Ecuador,Annual GDP growth (percent change),2007,2.2,-50.0,True
Ecuador,Annual GDP growth (percent change),2009,0.6,-90.625,True
Ecuador,Annual GDP growth (percent change),2012,5.6,-29.11392405063292,True
Ecuador,Annual GDP growth (percent change),2013,4.9,-12.49999999999999,True
Ecuador,Annual GDP growth (percent change),2014,3.8,-22.44897959183675,True
Ecuador,Annual GDP growth (percent change),2015,0.1,-97.36842105263158,True
Ecuador,Annual GDP growth (percent change),2016,-1.2,-1299.9999999999998,True
Ecuador,Annual GDP growth (percent change),2017,2.4,-300.0,True
Ecuador,Annual GDP growth (percent change),2018,1.3,-45.83333333333333,True
Ecuador,Annual GDP growth (percent change),2019,0.0,-100.0,True
Ecuador,Annual GDP growth (percent change),2020,-7.8,-inf,True
Ecuador,Annual GDP growth (percent change),2021,4.2,-153.84615384615387,True
Ecuador,Annual GDP growth (percent change),2022,2.9,-30.952380952380953,True
